gene_symbol	inheritance_class	LOEUF	missense	geneIds
IL12RB1	recessive	0.91	0.237	ENSG00000096996
IL17RA	recessive	0.632	-0.795	ENSG00000177663
ISG15	recessive	1.69	-0.0441	ENSG00000187608
ITPA	recessive	1.35	0.123	ENSG00000125877
KCNK4	Dom	0.831	0.754	ENSG00000182450
KCNQ5	Dom	0.306	3.32	ENSG00000185760
KDM3B	Dom	0.06	4.98	ENSG00000120733
MBOAT7	recessive	0.581	0.441	ENSG00000125505
MIPEP	recessive	1.04	0.222	ENSG00000027001
NACC1	Dom	0.169	4.17	ENSG00000160877
NFASC	recessive	0.215	2.59	ENSG00000163531
NLGN4X	recessive	0.249	2.7	ENSG00000146938
NUP160	recessive	0.419	1.04	ENSG00000030066
PIGG	recessive	0.988	-0.168	ENSG00000174227
PSMD12	Dom	0.162	1.87	ENSG00000197170
RAC3	Dom	1.27	1.46	ENSG00000169750
RERE	Dom	0.12	2.03	ENSG00000142599
RHOBTB2	Dom	0.497	2.66	ENSG00000008853
RHOH	recessive	1.06	1.67	ENSG00000168421
SGMS2	Dom	0.578	1.1	ENSG00000164023
SLC25A42	recessive	0.529	2.1	ENSG00000181035
SLC5A6	recessive	0.53	1.63	ENSG00000138074
SLC9A7	recessive	0.264	2.12	ENSG00000065923
SPG21	recessive	0.834	1.16	ENSG00000090487
SPTB	Dom	0.14	0.751	ENSG00000070182
STAG1	Dom	0.119	4.44	ENSG00000118007
SUZ12	Dom	0.134	3.4	ENSG00000178691
TANGO2	recessive	0.885	0.448	ENSG00000183597
TBCD	recessive	0.493	1.82	ENSG00000141556
TMEM260	recessive	1.12	-0.741	ENSG00000070269
TMEM63A	Dom	0.834	1.24	ENSG00000196187
TRAPPC12	recessive	1.19	0.16	ENSG00000171853
TRHR	recessive	0.638	0.944	ENSG00000174417
TRIP12	Dom	0.06	4.64	ENSG00000153827
TTI2	recessive	1.05	-0.289	ENSG00000129696
TYK2	recessive	0.564	1.59	ENSG00000105397
UBTF	Dom	0.06	4.75	ENSG00000108312
UFC1	recessive	0.905	0.234	ENSG00000143222
VEGFC	Dom	0.478	0.849	ENSG00000150630
ZBTB11	recessive	0.541	2.05	ENSG00000066422
AARS2	recessive	0.835	0.0725	ENSG00000124608
ABCG5	recessive	1.39	-0.744	ENSG00000138075
ANK1	Dom	0.169	2.08	ENSG00000029534
BCHE	recessive	1.33	-1.04	ENSG00000114200
C3	recessive	0.305	2.75	ENSG00000125730
CD36	recessive	2	-4.28	ENSG00000135218
CD46	Dom	0.896	0.624	ENSG00000117335
CEP164	recessive	0.837	0.345	ENSG00000110274
CYP24A1	recessive	1.54	-1.1	ENSG00000019186
CYP4V2	recessive	1.03	-0.121	ENSG00000145476
DUOX2	recessive	1.27	-1.17	ENSG00000140279
F13A1	recessive	0.739	1.05	ENSG00000124491
F2	recessive	0.536	2.11	ENSG00000180210
F7	recessive	0.902	0.32	ENSG00000057593
LIPC	recessive	0.93	-0.919	ENSG00000166035
MASP2	recessive	1.15	0.0624	ENSG00000009724
MC4R	Dom	1.6	-1.01	ENSG00000166603
MPZ	Dom	0.638	0.987	ENSG00000158887
MSH6	recessive	0.498	-2.78	ENSG00000116062
MYH2	recessive	0.686	1.97	ENSG00000125414
NUP93	recessive	0.559	1.3	ENSG00000102900
PADI3	recessive	0.943	0.169	ENSG00000142619
PDE6B	recessive	1.19	-0.798	ENSG00000133256
PIEZO1	recessive	0.581	-3.43	ENSG00000103335
PKLR	recessive	0.924	0.981	ENSG00000143627
RP1L1	Dom	1.95	-10.1	ENSG00000183638
SCN9A	recessive	0.708	1.06	ENSG00000169432
SCNN1A	recessive	0.912	-0.49	ENSG00000111319
SLC7A9	recessive	1.12	0.805	ENSG00000021488
SPG7	recessive	1.65	-0.872	ENSG00000197912
SPTA1	recessive	0.491	-2.25	ENSG00000163554
SYNE1	recessive	0.423	-0.291	ENSG00000131018
TBP	Dom	0.619	2.61	ENSG00000112592
TRNT1	recessive	0.876	-1.15	ENSG00000072756
UMOD	Dom	1.25	0.998	ENSG00000169344
UPB1	recessive	1.26	-0.866	ENSG00000100024
VWF	Dom	0.593	0.99	ENSG00000110799
APC2	recessive	0.225	0.754	ENSG00000115266
CEP85L	Dom	0.707	0.401	ENSG00000111860
CTNNA2	recessive	0.378	3.63	ENSG00000066032
DCHS1	recessive	0.242	2.4	ENSG00000166341
KIF2A	Dom	0.162	4.04	ENSG00000068796
MACF1	Dom	0.084	3.43	ENSG00000127603
TUBGCP2	recessive	0.682	1.24	ENSG00000130640
ASPRV1	Dom	1.29	0.13	ENSG00000244617
ELOVL1	Dom	0.462	1.81	ENSG00000066322
POMP	recessive	0.387	0.966	ENSG00000132963
SREBF1	Dom	0.45	1.98	ENSG00000072310
RBCK1	recessive	0.453	2	ENSG00000125826
COL17A1	Dom	0.75	-0.748	ENSG00000065618
KRT10	recessive	0.622	0.253	ENSG00000186395
KRT5	recessive	0.441	0.226	ENSG00000186081
ATAD3A	recessive	0.827	0.0126	ENSG00000197785
EXOSC8	recessive	1.69	0.846	ENSG00000120699
MAB21L1	recessive	0.628	1.1	ENSG00000180660
MAST1	Dom	0.159	5.77	ENSG00000105613
OXR1	recessive	0.344	1.02	ENSG00000164830
SNX14	recessive	0.827	1.85	ENSG00000135317
SPTBN2	recessive	0.357	2.63	ENSG00000173898
TBC1D23	recessive	0.601	1.89	ENSG00000036054
TOE1	recessive	1.46	1.07	ENSG00000132773
TSEN2	recessive	1.14	-0.999	ENSG00000154743
TSEN54	recessive	0.882	-0.0738	ENSG00000182173
VPS53	recessive	0.611	1.58	ENSG00000141252
WDR81	recessive	0.534	2.11	ENSG00000167716
SLC6A3	recessive	0.251	2.29	ENSG00000142319
TCTN2	recessive	0.99	0.237	ENSG00000168778
TCTN1	recessive	1.23	0.606	ENSG00000204852
PEX13	recessive	1.02	-0.297	ENSG00000162928
GLI2	Dom	0.309	0.817	ENSG00000074047
PEX16	recessive	0.825	0.452	ENSG00000121680
WNT3	recessive	0.404	3.18	ENSG00000108379
TSEN34	recessive	0.585	-0.965	ENSG00000170892
PEX3	recessive	0.558	1.19	ENSG00000034693
CRYAA	Dom	0.986	0.348	ENSG00000160202
RPS19	Dom	0.368	1.45	ENSG00000105372
NLGN3	recessive	0.31	4.21	ENSG00000196338
UQCRQ	recessive	1.69	0.416	ENSG00000164405
CRELD1	Dom	1.05	0.175	ENSG00000163703
TBX22	recessive	0.297	-0.126	ENSG00000122145
NODAL	Dom	0.31	0.971	ENSG00000156574
TK2	recessive	1.19	0.153	ENSG00000166548
ARF1	Dom	0.402	3.39	ENSG00000143761
WDR37	Dom	0.412	2.31	ENSG00000047056
PIWIL2	recessive	0.605	-0.119	ENSG00000197181
ZSWIM7	recessive	1.21	0.331	ENSG00000214941
KIF12	recessive	0.969	0.656	ENSG00000136883
THSD1	recessive	0.883	0.497	ENSG00000136114
BAG3	Dom	0.447	-0.736	ENSG00000151929
BRSK2	Dom	0.329	2.95	ENSG00000174672
CDC73	Dom	0.188	3.73	ENSG00000134371
CDKN1B	Dom	0.645	-1.85	ENSG00000111276
CHD2	Dom	0.07	5.21	ENSG00000173575
COCH	Dom	0.913	0.676	ENSG00000100473
DNM1	Dom	0.252	5.18	ENSG00000106976
DNM1L	Dom	0.505	3.83	ENSG00000087470
DNM2	Dom	0.18	3.48	ENSG00000079805
DSC2	Dom	0.689	0.373	ENSG00000134755
EEF1A2	Dom	0.186	4.82	ENSG00000101210
EGFR	Dom	0.349	1.87	ENSG00000146648
ELANE	Dom	1.13	0.718	ENSG00000197561
GNAI1	Dom	0.379	2.63	ENSG00000127955
GP1BA	Dom	1.66	-0.303	ENSG00000185245
GRIN1	Dom	0.309	6.22	ENSG00000176884
HSPB8	Dom	1.14	0.0269	ENSG00000152137
INF2	Dom	0.307	2.31	ENSG00000203485
JUP	Dom	0.587	1.32	ENSG00000173801
KCNK3	Dom	0.401	3.55	ENSG00000171303
KCNQ1	Dom	0.814	1.83	ENSG00000053918
KDR	Dom	0.249	1.03	ENSG00000128052
MAX	Dom	0.462	1.81	ENSG00000125952
NEFH	Dom	1.06	0.523	ENSG00000100285
NFKB1	Dom	0.138	3.19	ENSG00000109320
NR4A2	Dom	0.133	2.24	ENSG00000153234
ORAI1	Dom	1.78	0.619	ENSG00000182500
PKP2	Dom	1.06	-0.213	ENSG00000057294
RBM20	Dom	0.295	1.67	ENSG00000203867
RET	Dom	0.123	0.955	ENSG00000165731
SDHA	Dom	0.859	0.745	ENSG00000073578
SLC1A2	Dom	0.424	2.28	ENSG00000110436
SLC1A3	Dom	0.281	1.79	ENSG00000079215
SMAD9	Dom	0.852	0.522	ENSG00000120693
STIM1	Dom	0.378	2.12	ENSG00000167323
TMEM43	Dom	1.28	-0.422	ENSG00000170876
TNNC1	Dom	0.594	1.77	ENSG00000114854
TNRC6B	Dom	0.173	2.87	ENSG00000100354
VCAN	Dom	0.199	0.139	ENSG00000038427
ZNF292	Dom	0.14	1.41	ENSG00000188994
ANO5	recessive	0.949	0.117	ENSG00000171714
BCAT2	recessive	1.22	0.982	ENSG00000105552
BRCA1	recessive	0.915	0.582	ENSG00000012048
C1QB	recessive	1.04	1.29	ENSG00000173369
CD79A	recessive	0.502	1.13	ENSG00000105369
CNNM4	recessive	0.941	2.37	ENSG00000158158
CR2	recessive	0.879	0.793	ENSG00000117322
CSPP1	recessive	0.931	0.654	ENSG00000104218
CTH	recessive	0.959	0.412	ENSG00000116761
DTNBP1	recessive	0.984	-0.244	ENSG00000047579
ESPN	recessive	0.934	-0.0787	ENSG00000187017
F12	recessive	0.775	0.924	ENSG00000131187
F5	recessive	0.562	0.462	ENSG00000198734
GAD1	recessive	0.474	2.32	ENSG00000128683
GP1BA	recessive	1.66	-0.303	ENSG00000185245
GP1BB	recessive	1.33	0.459	ENSG00000203618
GRK1	recessive	0.816	0.432	ENSG00000185974
GSS	recessive	0.785	0.774	ENSG00000100983
LIFR	recessive	0.706	0.241	ENSG00000113594
MPL	recessive	0.763	0.395	ENSG00000117400
MSH2	recessive	0.334	-2.45	ENSG00000095002
MTFMT	recessive	1.01	-0.462	ENSG00000103707
MYPN	recessive	0.506	0.129	ENSG00000138347
NDUFAF6	recessive	1.2	0.572	ENSG00000156170
NHEJ1	recessive	0.738	0.0137	ENSG00000187736
OAT	recessive	0.962	0.876	ENSG00000065154
OTOF	recessive	0.875	-0.288	ENSG00000115155
RLBP1	recessive	1.08	-0.308	ENSG00000140522
SBF2	recessive	0.467	1.19	ENSG00000133812
SERPINF2	recessive	0.627	1.23	ENSG00000167711
SLC25A13	recessive	1.24	0.305	ENSG00000004864
SLC25A4	recessive	0.636	1.87	ENSG00000151729
SLC25A46	recessive	0.906	0.16	ENSG00000164209
TECRL	recessive	1.31	-0.415	ENSG00000205678
TNNT1	recessive	1.48	0.99	ENSG00000105048
UNC80	recessive	0.307	5.53	ENSG00000144406
WRN	recessive	0.945	-0.221	ENSG00000165392
BCOR	recessive	0.141	1.88	ENSG00000183337
CLCN4	recessive	0.151	4.52	ENSG00000073464
F9	recessive	0.167	2.18	ENSG00000101981
GATA1	recessive	0.321	1.14	ENSG00000102145
IQSEC2	recessive	0.133	5.19	ENSG00000124313
MBTPS2	recessive	0.17	2.09	ENSG00000012174
SMC1A	recessive	0.062	6.45	ENSG00000072501
WAS	recessive	0.149	1.98	ENSG00000015285
GREM1	Dom	0.818	1.55	ENSG00000166923
KCNA2	Dom	0.38	3.83	ENSG00000177301
MYLK	Dom	0.528	1.13	ENSG00000065534
ALPK3	recessive	0.911	0.131	ENSG00000136383
MAPKBP1	recessive	0.406	2.37	ENSG00000137802
ABCA4	Dom	0.91	-0.658	ENSG00000198691
ABCB4	Dom	0.508	1.97	ENSG00000005471
ABCB4	recessive	0.508	1.97	ENSG00000005471
ABCC6	Dom	1.03	-1.09	ENSG00000091262
ABCD1	Dom	0.15	1.87	ENSG00000101986
ACE	recessive	1.08	-0.693	ENSG00000159640
ACTA1	Dom	1.22	4.53	ENSG00000143632
ACTN4	Dom	0.099	4.16	ENSG00000130402
ADAMTS10	Dom	0.33	3.63	ENSG00000142303
PHOX2A	Dom	0.796	1.6	ENSG00000165462
PIGM	recessive	1.25	-0.0811	ENSG00000143315
POLG2	Dom	1.06	-0.347	ENSG00000256525
POMGNT1	Dom	1.04	0.899	ENSG00000085998
POR	Dom	0.842	-0.0717	ENSG00000127948
POU1F1	Dom	0.681	0.457	ENSG00000064835
PPARG	recessive	0.635	2.12	ENSG00000132170
PPP2R2B	Dom	0.293	2.25	ENSG00000156475
PRCD	Dom	1.58	0.297	ENSG00000214140
PRF1	recessive	1.19	0.0167	ENSG00000180644
PROK2	Dom	1.65	-0.261	ENSG00000163421
PROP1	Dom	0.898	0.248	ENSG00000175325
PRPF8	Dom	0.178	8.28	ENSG00000174231
PRPH2	Dom	0.665	0.102	ENSG00000112619
PRX	Dom	0.984	-0.131	ENSG00000105227
PTCH2	Dom	0.85	0.785	ENSG00000117425
PTH	Dom	1.7	0.549	ENSG00000152266
RAD51	recessive	0.644	2.62	ENSG00000051180
RAD51	Dom	0.644	2.62	ENSG00000051180
RD3	Dom	1.73	0.608	ENSG00000198570
RDH12	Dom	1.44	-0.142	ENSG00000139988
RDH5	Dom	1.61	0.394	ENSG00000135437
RELN	Dom	0.176	2.25	ENSG00000189056
RET	recessive	0.123	0.955	ENSG00000165731
RFX5	recessive	1.1	0.476	ENSG00000143390
RFXAP	recessive	0.978	1.04	ENSG00000133111
RGR	Dom	1.69	-0.284	ENSG00000148604
RHAG	recessive	0.65	0.774	ENSG00000112077
RHCE	recessive	0.768	0.403	ENSG00000188672
RHO	Dom	1.08	0.242	ENSG00000163914
RIMS1	Dom	0.285	2.01	ENSG00000079841
RLBP1	Dom	1.08	-0.308	ENSG00000140522
RNASEH2A	Dom	0.88	0.193	ENSG00000104889
RNASEH2B	Dom	1.25	-0.239	ENSG00000136104
RNASEH2C	Dom	1.47	-0.917	ENSG00000172922
ROM1	Dom	1.1	-0.906	ENSG00000149489
RP2	Dom	0.306	0.633	ENSG00000102218
RP9	Dom	0.803	0.695	ENSG00000164610
RPE65	Dom	1.11	-0.24	ENSG00000116745
RPGR	Dom	0.21	1.25	ENSG00000156313
RPGR	recessive	0.21	1.25	ENSG00000156313
RPGRIP1	Dom	0.876	0.248	ENSG00000092200
RPS6KA3	Dom	0.087	4.52	ENSG00000177189
SAG	Dom	1.44	0.685	ENSG00000130561
SAG	recessive	1.44	0.685	ENSG00000130561
SAMD9	recessive	1.24	0.769	ENSG00000205413
SARDH	recessive	0.88	0.679	ENSG00000123453
SCNN1B	recessive	0.798	0.212	ENSG00000168447
SCNN1G	recessive	0.408	0.561	ENSG00000166828
SDHB	recessive	0.825	-0.102	ENSG00000117118
SDHD	recessive	0.731	-0.166	ENSG00000204370
SEC23A	recessive	0.741	1.79	ENSG00000100934
SERPINA1	Dom	1.63	-0.373	ENSG00000197249
SERPING1	Dom	0.322	1.06	ENSG00000149131
SETX	recessive	0.296	-0.112	ENSG00000107290
SETX	Dom	0.296	-0.112	ENSG00000107290
SGCD	Dom	0.824	0.195	ENSG00000170624
SH2D1A	recessive	0.959	1.69	ENSG00000183918
SHH	recessive	0.242	2.95	ENSG00000164690
SHROOM4	recessive	0.226	0.951	ENSG00000158352
SIX3	recessive	0.323	2.07	ENSG00000138083
SLC12A1	recessive	0.824	1.16	ENSG00000074803
SLC25A22	Dom	0.808	0.913	ENSG00000177542
SLC25A4	Dom	0.636	1.87	ENSG00000151729
SLC26A4	Dom	1.18	-2.01	ENSG00000091137
SLC34A3	recessive	1.37	-1.29	ENSG00000198569
ATP2A1	Dom	0.833	1.54	ENSG00000196296
ATP7A	Dom	0.216	1.53	ENSG00000165240
ATPAF2	recessive	1.44	0.689	ENSG00000171953
ATR	Dom	0.399	4.36	ENSG00000175054
ATXN1	Dom	0.316	1.25	ENSG00000124788
ATXN10	Dom	0.697	-0.325	ENSG00000130638
ATXN7	Dom	0.328	-0.623	ENSG00000163635
AVPR2	Dom	0.715	1.01	ENSG00000126895
AXIN2	Dom	0.396	0.0665	ENSG00000168646
BBS2	Dom	1.07	0.87	ENSG00000125124
BMPR1B	Dom	0.225	0.27	ENSG00000138696
BSCL2	Dom	1.01	0.26	ENSG00000168000
BUB1B	Dom	0.58	0.893	ENSG00000156970
CA4	Dom	1.15	-0.122	ENSG00000167434
CABP4	Dom	1.54	-0.517	ENSG00000175544
CACNA1F	Dom	0.448	2.6	ENSG00000102001
CACNA1F	recessive	0.448	2.6	ENSG00000102001
CACNB4	Dom	0.491	2.7	ENSG00000182389
CASP10	Dom	1.29	0.0269	ENSG00000003400
CASQ2	Dom	1.38	-0.195	ENSG00000118729
CASR	recessive	0.451	3.12	ENSG00000036828
CAT	recessive	1.05	-0.078	ENSG00000121691
CAV3	Dom	1.47	0.83	ENSG00000182533
CCT5	recessive	0.188	1.47	ENSG00000150753
CD19	Dom	0.355	1.03	ENSG00000177455
CEP290	Dom	0.985	0.475	ENSG00000198707
CERKL	Dom	1.54	-0.266	ENSG00000188452
CFH	Dom	0.324	0.997	ENSG00000000971
CFH	recessive	0.324	0.997	ENSG00000000971
CFI	Dom	0.761	0.201	ENSG00000205403
CFI	recessive	0.761	0.201	ENSG00000205403
CFL2	Dom	1.53	1.61	ENSG00000165410
CFP	recessive	0.43	2.17	ENSG00000126759
CHAT	Dom	0.883	0.296	ENSG00000070748
CHD7	recessive	0.076	3.22	ENSG00000171316
CIITA	recessive	0.583	-0.93	ENSG00000179583
AGPAT2	recessive	1.54	-0.722	ENSG00000169692
AGT	recessive	1.45	-0.199	ENSG00000135744
AHCY	recessive	0.616	1.55	ENSG00000101444
AHI1	Dom	0.95	-0.0346	ENSG00000135541
AIPL1	Dom	1.07	0.0794	ENSG00000129221
AK1	recessive	0.937	0.649	ENSG00000106992
ALB	recessive	0.387	0.656	ENSG00000163631
ALG9	Dom	0.653	1.01	ENSG00000086848
AMH	recessive	1.77	-0.881	ENSG00000104899
SLC4A1	Dom	0.349	1.66	ENSG00000004939
SLC4A11	Dom	0.942	0.602	ENSG00000088836
SLC5A2	Dom	1.12	-1.16	ENSG00000140675
SNAI2	Dom	0.494	1.15	ENSG00000019549
SNCA	recessive	0.429	0.46	ENSG00000145335
SP110	recessive	0.945	0.335	ENSG00000135899
ATL1	Dom	0.308	2.63	ENSG00000198513
SPG7	Dom	1.65	-0.872	ENSG00000197912
SPTBN2	Dom	0.357	2.63	ENSG00000173898
SPTLC1	Dom	0.978	1.13	ENSG00000090054
SRPX2	Dom	0.538	0.226	ENSG00000102359
STAT1	recessive	0.187	5.15	ENSG00000115415
SUFU	recessive	0.111	1.93	ENSG00000107882
TAP2	recessive	0.787	1.39	ENSG00000204267
TCAP	Dom	0.948	0.0856	ENSG00000173991
TCAP	recessive	0.948	0.0856	ENSG00000173991
TCIRG1	Dom	0.866	0.627	ENSG00000110719
TDP1	recessive	1.11	0.599	ENSG00000042088
TEAD1	Dom	0.123	1.66	ENSG00000187079
TFG	Dom	0.511	1.33	ENSG00000114354
TFG	recessive	0.511	1.33	ENSG00000114354
TGFB1	recessive	0.614	1.86	ENSG00000105329
TGFBI	Dom	0.796	0.102	ENSG00000120708
THPO	recessive	0.701	0.411	ENSG00000090534
THRB	recessive	0.223	2.57	ENSG00000151090
ANO5	Dom	0.949	0.117	ENSG00000171714
TNFRSF11A	Dom	0.597	1.29	ENSG00000141655
TNFRSF13B	Dom	1.96	-1.2	ENSG00000240505
TNNT3	Dom	0.975	0.463	ENSG00000130595
TNXB	Dom	0.603	0.0433	ENSG00000168477
TPM3	Dom	0.691	2.35	ENSG00000143549
TRAPPC2	Dom	1.75	1.53	ENSG00000196459
TRMU	recessive	1.56	-0.332	ENSG00000100416
TRPM6	recessive	0.452	1.61	ENSG00000119121
TTC8	Dom	0.74	-0.079	ENSG00000165533
TTN	recessive	0.354	-1.1	ENSG00000155657
TULP1	Dom	0.605	0.647	ENSG00000112041
UCHL1	recessive	0.212	0.699	ENSG00000154277
USH2A	Dom	0.857	-2.47	ENSG00000042781
VSX1	Dom	0.874	0.482	ENSG00000100987
VWF	recessive	0.593	0.99	ENSG00000110799
WAS	Dom	0.149	1.98	ENSG00000015285
WNK1	recessive	0.126	2.16	ENSG00000060237
WWOX	Dom	1.53	-4.44	ENSG00000186153
XDH	recessive	0.857	-1.45	ENSG00000158125
ZAP70	recessive	0.364	2.76	ENSG00000115085
ZEB1	Dom	0.317	1.6	ENSG00000148516
ZFPM2	Dom	0.145	0.213	ENSG00000169946
ZIC2	recessive	0.267	3.21	ENSG00000043355
ZMPSTE24	Dom	1.33	0.372	ENSG00000084073
CLRN1	Dom	1.81	-0.593	ENSG00000163646
CNBP	Dom	0.298	2.38	ENSG00000169714
CNGA1	Dom	0.928	0.441	ENSG00000198515
CNGA3	Dom	1.49	-0.0368	ENSG00000144191
CNGB3	Dom	1.02	-1.18	ENSG00000170289
COL4A1	recessive	0.128	3.02	ENSG00000187498
COL4A6	recessive	0.322	1.48	ENSG00000197565
COL8A2	Dom	0.663	1.57	ENSG00000171812
CPA6	Dom	1.24	-0.487	ENSG00000165078
CRB1	Dom	0.829	-1.28	ENSG00000134376
CRBN	recessive	0.644	-0.0404	ENSG00000113851
CRYAB	Dom	1.43	0.476	ENSG00000109846
CRYAB	recessive	1.43	0.476	ENSG00000109846
CRYBA4	Dom	1.39	0.694	ENSG00000196431
CRYBB3	Dom	1.71	-0.126	ENSG00000100053
CSF2RB	recessive	0.441	0.129	ENSG00000100368
CST3	Dom	1.6	-0.497	ENSG00000101439
CYB5A	recessive	1.43	-0.0855	ENSG00000166347
CYP11A1	Dom	0.881	0.769	ENSG00000140459
CYP11B2	recessive	1.57	-0.849	ENSG00000179142
CYP17A1	recessive	0.817	1.24	ENSG00000148795
CYP19A1	Dom	0.877	0.535	ENSG00000137869
CYP2R1	recessive	1.19	0.481	ENSG00000186104
D2HGDH	Dom	0.581	0.718	ENSG00000180902
DBH	recessive	1.01	-1.13	ENSG00000123454
DHH	Dom	0.675	1.64	ENSG00000139549
DHH	recessive	0.675	1.64	ENSG00000139549
DIAPH1	recessive	0.32	1.65	ENSG00000131504
DKC1	Dom	0.191	3.4	ENSG00000130826
DLX3	Dom	0.97	0.957	ENSG00000064195
DMD	Dom	0.154	-2.43	ENSG00000198947
DNAH11	Dom	0.674	-5.61	ENSG00000105877
DNAH5	Dom	0.695	-0.771	ENSG00000039139
DNAI1	Dom	0.725	-0.293	ENSG00000122735
DNM2	recessive	0.18	3.48	ENSG00000079805
EDA	Dom	0.266	1.78	ENSG00000158813
EDAR	Dom	0.906	0.728	ENSG00000135960
EDARADD	recessive	1.15	1.14	ENSG00000186197
EDARADD	Dom	1.15	1.14	ENSG00000186197
EGFR	recessive	0.349	1.87	ENSG00000146648
AMPD3	recessive	0.907	0.667	ENSG00000133805
AQP2	Dom	1.57	1.06	ENSG00000167580
ARFGEF2	Dom	0.249	2.6	ENSG00000124198
ARL6	Dom	0.917	0.555	ENSG00000113966
ARX	Dom	0.389	2.05	ENSG00000004848
ATCAY	recessive	0.446	1.61	ENSG00000167654
ATN1	Dom	0.194	1.76	ENSG00000111676
ENAM	Dom	0.838	-0.456	ENSG00000132464
EPB41	Dom	0.519	0.922	ENSG00000159023
EPHX1	recessive	1.13	-0.0563	ENSG00000143819
ESR1	recessive	0.19	1.61	ENSG00000091831
EVC	Dom	1.06	-1.25	ENSG00000072840
EXT2	recessive	0.766	0.64	ENSG00000151348
F11	Dom	1.45	0.0199	ENSG00000088926
FANCM	recessive	0.593	-0.132	ENSG00000187790
FANCM	Dom	0.593	-0.132	ENSG00000187790
FASLG	Dom	0.716	0.575	ENSG00000117560
FKTN	Dom	0.842	-0.0466	ENSG00000106692
FECH	Dom	0.616	1.34	ENSG00000066926
FGD1	Dom	0.196	3.52	ENSG00000102302
FGF14	Dom	0.392	1.76	ENSG00000102466
FGF23	Dom	1.28	0.398	ENSG00000118972
FGFR1	recessive	0.215	2.49	ENSG00000077782
FRAS1	Dom	0.658	0.078	ENSG00000138759
FREM2	Dom	0.475	-0.859	ENSG00000150893
FSCN2	Dom	1.48	-0.114	ENSG00000186765
FSHB	recessive	1.06	0.564	ENSG00000131808
FSHR	Dom	1.22	-0.799	ENSG00000170820
FXN	recessive	0.723	0.284	ENSG00000165060
FXYD2	Dom	1.2	-0.156	ENSG00000137731
FZD4	Dom	0.312	0.733	ENSG00000174804
GAN	recessive	0.5	-0.726	ENSG00000261609
GATA1	Dom	0.321	1.14	ENSG00000102145
GATM	Dom	0.534	2.29	ENSG00000171766
GCLC	recessive	0.401	2.55	ENSG00000001084
GCSH	recessive	1.42	0.092	ENSG00000140905
GDAP1	Dom	1.16	1	ENSG00000104381
GDAP1	recessive	1.16	1	ENSG00000104381
GFI1	Dom	0.561	1.59	ENSG00000162676
GH1	recessive	0.914	-0.939	ENSG00000259384
GH1	Dom	0.914	-0.939	ENSG00000259384
GJA8	Dom	0.999	-0.199	ENSG00000121634
GJB6	recessive	1.74	0.453	ENSG00000121742
GLI3	recessive	0.195	0.522	ENSG00000106571
GLRA1	Dom	0.762	1.42	ENSG00000145888
GLRB	Dom	0.663	0.83	ENSG00000109738
GNAT1	Dom	1.55	0.719	ENSG00000114349
GNAT2	Dom	0.981	0.663	ENSG00000134183
GNRHR	Dom	0.75	0.301	ENSG00000109163
GP1BB	Dom	1.33	0.459	ENSG00000203618
GP9	Dom	1.46	0.163	ENSG00000169704
GPHN	Dom	0.177	3.44	ENSG00000171723
GPR143	recessive	0.374	0.879	ENSG00000101850
GRM6	Dom	1.17	-0.512	ENSG00000113262
GSN	Dom	0.837	0.962	ENSG00000148180
GUCY2D	Dom	0.748	0.781	ENSG00000132518
HAL	recessive	1.31	-0.259	ENSG00000084110
HBA2	recessive	1.93	1.18	ENSG00000188536
HCCS	recessive	0.414	1.2	ENSG00000004961
HGSNAT	Dom	0.729	0.706	ENSG00000165102
HK1	recessive	0.334	3.23	ENSG00000156515
HR	Dom	0.628	0.674	ENSG00000168453
HSPB1	Dom	1.87	-0.515	ENSG00000106211
HSPD1	Dom	0.268	2.26	ENSG00000144381
HSPD1	recessive	0.268	2.26	ENSG00000144381
ICOS	Dom	0.905	1.21	ENSG00000163600
IFNGR1	recessive	0.7	0.305	ENSG00000027697
IFNGR1	Dom	0.7	0.305	ENSG00000027697
IFNGR2	Dom	0.339	0.828	ENSG00000159128
IGBP1	recessive	0.242	1.3	ENSG00000089289
IGLL1	Dom	1.64	-0.298	ENSG00000128322
IL10	recessive	1.04	0.841	ENSG00000136634
IMPDH1	Dom	0.705	1.69	ENSG00000106348
IQCB1	recessive	0.897	0.309	ENSG00000173226
IQCB1	Dom	0.897	0.309	ENSG00000173226
IRAK4	recessive	1.05	0.216	ENSG00000198001
ITGA2B	Dom	0.756	1.23	ENSG00000005961
ITGB3	recessive	0.519	1.16	ENSG00000259207
ITGB3	Dom	0.519	1.16	ENSG00000259207
ITGB4	Dom	0.648	0.374	ENSG00000132470
KCNE2	Dom	1.94	0.115	ENSG00000159197
KCNMA1	Dom	0.276	5.06	ENSG00000156113
KCNQ3	Dom	0.356	2.07	ENSG00000184156
KERA	Dom	1.49	-0.324	ENSG00000139330
KHK	recessive	1.45	-0.451	ENSG00000138030
KIF1B	Dom	0.171	3.6	ENSG00000054523
KISS1R	Dom	0.648	0.89	ENSG00000116014
KLF11	Dom	1.47	-1.5	ENSG00000172059
KLKB1	recessive	1	0.7	ENSG00000164344
KRT12	Dom	1.32	0.57	ENSG00000187242
KRT3	Dom	1.23	0.068	ENSG00000186442
KRT81	Dom	1.91	-0.295	ENSG00000205426
KRT85	Dom	0.826	0.395	ENSG00000135443
